postionType,postionLocation,positionName,postionNumber,postionLink,publishDate
2017-11-15,position_detail.php?id=29309&keywords=&tid=0&lid=0,上海,1,设计类,15614-UI视觉设计（上海）
2017-11-15,position_detail.php?id=26660&keywords=&tid=0&lid=0,上海,1,产品/项目类,15614-大型游戏开发项目经理(数据管理) (上海）
2017-11-15,position_detail.php?id=29899&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21229-回合手游商业化本地化策划（深圳）
2017-11-15,position_detail.php?id=31059&keywords=&tid=0&lid=0,合肥,2,技术类,20503-深度学习图像算法研究(合肥)
2017-11-15,position_detail.php?id=32257&keywords=&tid=0&lid=0,深圳,1,职能类,ZSC-涉外商标律师（美国）
2017-11-15,position_detail.php?id=28682&keywords=&tid=0&lid=0,深圳,1,技术类,SA-腾讯社交广告大数据开发工程师（微信广告方向）
2017-11-15,position_detail.php?id=27279&keywords=&tid=0&lid=0,深圳,1,技术类,MIG03-web前端高级开发工程师
2017-11-15,position_detail.php?id=27639&keywords=&tid=0&lid=0,深圳,1,技术类,20718-精准推荐高级工程师（深圳）
2017-11-15,position_detail.php?id=29882&keywords=&tid=0&lid=0,北京,2,产品/项目类,MIG16-地图数据工艺产品经理(北京)
2017-11-15,position_detail.php?id=31053&keywords=&tid=0&lid=0,深圳,4,产品/项目类,SA-腾讯社交广告KA渠道运营经理（深圳）
2017-11-15,position_detail.php?id=25400&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21090-射击类游戏商业化策划（深圳）
2017-11-15,position_detail.php?id=30528&keywords=&tid=0&lid=0,上海,1,设计类,SNG10-3D视觉设计师（上海）
2017-11-15,position_detail.php?id=29876&keywords=&tid=0&lid=0,深圳,2,技术类,GY0-JOOX 后台开发工程师（深圳）
2017-11-15,position_detail.php?id=32246&keywords=&tid=0&lid=0,深圳,1,市场类,SNG06-鹅漫U品影视IP商务经理（深圳）
2017-11-15,position_detail.php?id=32249&keywords=&tid=0&lid=0,深圳,1,技术类,SNG06-企鹅电竞Android高级开发工程师（深圳）
2017-11-15,position_detail.php?id=32264&keywords=&tid=0&lid=0,深圳,1,技术类,SNG06-企鹅电竞Android开发工程师（深圳）
2017-11-15,position_detail.php?id=32280&keywords=&tid=0&lid=0,深圳,2,,14914-互动传播经理（深圳）
2017-11-14,position_detail.php?id=34281&keywords=&tid=0&lid=0,深圳,1,设计类,24491-王者荣耀全球版-3D角色设计师（深圳）
2017-11-14,position_detail.php?id=32975&keywords=&tid=0&lid=0,深圳,2,产品/项目类,21226-Overseas Game Publishing Producer（ShenZhen）
2017-11-14,position_detail.php?id=32030&keywords=&tid=0&lid=0,深圳,3,产品/项目类,GH-物联网行业解决方案架构师
2017-11-14,position_detail.php?id=32018&keywords=&tid=0&lid=0,深圳,1,技术类,GH-高级Java 后台开发工程师
2017-11-14,position_detail.php?id=34278&keywords=&tid=0&lid=0,北京,1,设计类,OMG097-视觉设计师（北京）
2017-11-14,position_detail.php?id=28410&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG07-安全行业产品经理（深圳）
2017-11-14,position_detail.php?id=25774&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG09-浏览器社区高级内容运营经理
2017-11-14,position_detail.php?id=30828&keywords=&tid=0&lid=0,深圳,2,技术类,MIG09-浏览器社区后台高级工程师
2017-11-14,position_detail.php?id=34271&keywords=&tid=0&lid=0,深圳,1,技术类,MIG18-Android终端开发工程师（深圳）
2017-11-14,position_detail.php?id=34030&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG09-浏览器游戏平台运营经理
2017-11-14,position_detail.php?id=32667&keywords=&tid=0&lid=0,上海,2,技术类,20503-优图服务运营开发工程师(上海）
2017-11-14,position_detail.php?id=32236&keywords=&tid=0&lid=0,上海,1,产品/项目类,15573-SLG手游高级策划（上海）
2017-11-14,position_detail.php?id=28657&keywords=&tid=0&lid=0,成都,1,技术类,MIG03-AI评价优化高级工程师（成都）
2017-11-14,position_detail.php?id=28640&keywords=&tid=0&lid=0,成都,1,设计类,15575-天美L1手游动画设计师（成都）
2017-11-14,position_detail.php?id=30498&keywords=&tid=0&lid=0,深圳,1,技术类,TEG09-接入业务后台开发工程师（深圳）
2017-11-14,position_detail.php?id=32225&keywords=&tid=0&lid=0,北京,1,设计类,15612-次世代3D角色美术（美术）（北京）
2017-11-14,position_detail.php?id=24992&keywords=&tid=0&lid=0,深圳,2,设计类,19823-动画电影美术设计师（深圳）
2017-11-14,position_detail.php?id=27271&keywords=&tid=0&lid=0,上海,2,技术类,15760-游戏测试开发工程师（上海）
2017-11-14,position_detail.php?id=32969&keywords=&tid=0&lid=0,广州,1,职能类,WXG08-511 微信高级秘书（广州）
2017-11-14,position_detail.php?id=32990&keywords=&tid=0&lid=0,深圳,2,设计类,15712-互娱用户研究（深圳）
2017-11-14,position_detail.php?id=32963&keywords=&tid=0&lid=0,深圳,4,技术类,19116-互联网+nodejs前端开发工程师（深圳）
2017-11-14,position_detail.php?id=30486&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-手机游戏测试开发工程师(深圳)
2017-11-14,position_detail.php?id=26706&keywords=&tid=0&lid=0,深圳,1,技术类,TEG15-计费风控后台开发工程师（深圳）
2017-11-14,position_detail.php?id=32995&keywords=&tid=0&lid=0,深圳,1,内容编辑类,HY2-用户平台运营和传播（深圳）
2017-11-14,position_detail.php?id=30470&keywords=&tid=0&lid=0,深圳,1,设计类,18796-WeGame平台交互设计师（深圳）
2017-11-14,position_detail.php?id=32965&keywords=&tid=0&lid=0,深圳,2,,14914-社交网络事业群公关经理（深圳）
2017-11-14,position_detail.php?id=26724&keywords=&tid=0&lid=0,深圳,2,职能类,AQ-数据分析经理
2017-11-13,position_detail.php?id=32101&keywords=&tid=0&lid=0,深圳,1,产品/项目类,XN-移动客户端产品运营经理（渠道商务方向）
2017-11-13,position_detail.php?id=28007&keywords=&tid=0&lid=0,深圳,1,市场类,GY0-海外商务拓展（深圳）
2017-11-13,position_detail.php?id=34260&keywords=&tid=0&lid=0,上海,1,产品/项目类,19407-移动游戏平台合作（上海）
2017-11-13,position_detail.php?id=34259&keywords=&tid=0&lid=0,上海,2,设计类,15614-天刀3D游戏动画设计师1（上海）
2017-11-13,position_detail.php?id=34254&keywords=&tid=0&lid=0,上海,2,设计类,15614-天刀角色原画师（上海）
2017-11-13,position_detail.php?id=34252&keywords=&tid=0&lid=0,深圳,1,技术类,15570-新RPG手游高级引擎开发工程师（深圳）
2017-11-13,position_detail.php?id=34251&keywords=&tid=0&lid=0,深圳,1,技术类,15570-新RPG手游客户端开发工程师（深圳）
2017-11-13,position_detail.php?id=34249&keywords=&tid=0&lid=0,上海,1,技术类,21085-游戏运营开发工程师（上海）
2017-11-13,position_detail.php?id=34247&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21085-运营活动策划（深圳）
2017-11-13,position_detail.php?id=34245&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21085-社区和用户运营策划（深圳）
2017-11-13,position_detail.php?id=34253&keywords=&tid=0&lid=0,深圳,1,设计类,16175-海外游戏品牌设计
2017-11-13,position_detail.php?id=34240&keywords=&tid=0&lid=0,北京,1,技术类,TEG17-AI LAB语音识别研发工程师(深圳）
2017-11-13,position_detail.php?id=34233&keywords=&tid=0&lid=0,深圳,1,设计类,20718-UI视觉设计师（深圳）
2017-11-13,position_detail.php?id=34015&keywords=&tid=0&lid=0,深圳,2,技术类,15581-欢乐麻将Unity开发工程师（深圳）
2017-11-13,position_detail.php?id=30975&keywords=&tid=0&lid=0,北京,1,技术类,OMG236-腾讯视频搜索数据模型高级工程师(北京)
2017-11-13,position_detail.php?id=34241&keywords=&tid=0&lid=0,北京,1,内容编辑类,OMG148-汽车中心-编辑（北京）
2017-11-13,position_detail.php?id=32093&keywords=&tid=0&lid=0,深圳,1,技术类,15581-欢乐斗地主手机版客户端开发工程师（深圳）
2017-11-13,position_detail.php?id=34221&keywords=&tid=0&lid=0,上海,1,产品/项目类,18796-英语游戏海外PM（上海）
2017-11-13,position_detail.php?id=33875&keywords=&tid=0&lid=0,深圳,2,技术类,SNG08-QQ空间平台后台开发工程师（深圳）
2017-11-13,position_detail.php?id=34234&keywords=&tid=0&lid=0,北京,1,设计类,OMG097-视觉设计师（北京）
2017-11-13,position_detail.php?id=34231&keywords=&tid=0&lid=0,深圳,2,产品/项目类,21309-企鹅辅导高级产品策划经理（深圳）
2017-11-13,position_detail.php?id=34227&keywords=&tid=0&lid=0,深圳,3,技术类,TEG14-分布式NOSQL存储后台开发工程师（深圳）
2017-11-13,position_detail.php?id=34225&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18671-手游数据分析经理（深圳）
2017-11-13,position_detail.php?id=34223&keywords=&tid=0&lid=0,广州,2,技术类,WXG07-113微信广研后台开发工程师（广州）
2017-11-13,position_detail.php?id=34222&keywords=&tid=0&lid=0,深圳,1,技术类,GY0-JOOX Web开发工程师（深圳）
2017-11-13,position_detail.php?id=31619&keywords=&tid=0&lid=0,广州,1,职能类,WXG-招聘经理（广州）
2017-11-13,position_detail.php?id=28118&keywords=&tid=0&lid=0,北京,1,职能类,OMG-HRBP（北京）
2017-11-13,position_detail.php?id=32934&keywords=&tid=0&lid=0,广州,1,技术类,WXG03-113 微信开放平台后台开发工程师（广州）
2017-11-13,position_detail.php?id=34191&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》资深关卡策划（成都）
2017-11-13,position_detail.php?id=27247&keywords=&tid=0&lid=0,深圳,1,技术类,SNG03-互动视频JAVA后台开发工程师（深圳）
2017-11-13,position_detail.php?id=28592&keywords=&tid=0&lid=0,深圳,9,技术类,SNG03-互动视频C++/C后台开发工程师（深圳）
2017-11-13,position_detail.php?id=27711&keywords=&tid=0&lid=0,深圳,1,技术类,SNG02-QQ多媒体通信后台高级工程师（深圳）
2017-11-13,position_detail.php?id=26640&keywords=&tid=0&lid=0,上海,2,产品/项目类,19332-高级产品运营经理（上海）
2017-11-13,position_detail.php?id=29374&keywords=&tid=0&lid=0,深圳,2,技术类,21062-高级unity客户端开发工程师（深圳）
2017-11-13,position_detail.php?id=31604&keywords=&tid=0&lid=0,深圳,1,技术类,18796-Windows客户端开发工程师（深圳）
2017-11-13,position_detail.php?id=28600&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21228-体育游戏活动策划(深圳）
2017-11-13,position_detail.php?id=29316&keywords=&tid=0&lid=0,深圳,1,职能类,AQ-投后安全经理（深圳）
2017-11-13,position_detail.php?id=29353&keywords=&tid=0&lid=0,北京,1,技术类,OMG097-后台开发工程师（北京）
2017-11-13,position_detail.php?id=30453&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG03-EP改进项目经理（深圳/北京）
2017-11-13,position_detail.php?id=32942&keywords=&tid=0&lid=0,成都,4,技术类,SNG07-云测试高级工程师（成都）
2017-11-13,position_detail.php?id=32946&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG18-应用宝联运游戏运营经理（深圳）
2017-11-13,position_detail.php?id=29841&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18402-内外部合作与市场推广接口人
2017-11-13,position_detail.php?id=30987&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21227-移动游戏市场平台合作
2017-11-13,position_detail.php?id=31399&keywords=&tid=0&lid=0,深圳,1,设计类,17520-项目主美术（深圳）
2017-11-13,position_detail.php?id=32953&keywords=&tid=0&lid=0,深圳,1,技术类,15851-棋牌Web前端开发工程师（深圳）
2017-11-13,position_detail.php?id=33677&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-后台开发工程师（深圳）
2017-11-13,position_detail.php?id=31801&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-前端开发工程师（深圳）
2017-11-13,position_detail.php?id=33681&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-海外游戏运维工程师（深圳）
2017-11-13,position_detail.php?id=33685&keywords=&tid=0&lid=0,深圳,1,产品/项目类,HY2-心悦俱乐部用户运营
2017-11-12,position_detail.php?id=32920&keywords=&tid=0&lid=0,上海,1,设计类,21229-UI设计师（上海）
2017-11-12,position_detail.php?id=29873&keywords=&tid=0&lid=0,上海,1,技术类,HY2-高级前端开发工程师(上海)
2017-11-12,position_detail.php?id=31583&keywords=&tid=0&lid=0,深圳,1,技术类,WXG06-122 微信支付商户数据挖掘工程师（深圳）
2017-11-12,position_detail.php?id=33616&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15583-桌游用户与社区运营
2017-11-12,position_detail.php?id=29758&keywords=&tid=0&lid=0,深圳,2,技术类,19867-游戏后台高级开发工程师（深圳）
2017-11-12,position_detail.php?id=33956&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19867-高级游戏策划（深圳）
2017-11-12,position_detail.php?id=32907&keywords=&tid=0&lid=0,深圳,1,技术类,15581-欢乐手游服务器开发工程师（深圳）
2017-11-12,position_detail.php?id=27740&keywords=&tid=0&lid=0,深圳,2,产品/项目类,15665-IP文学策划（深圳）
2017-11-12,position_detail.php?id=33833&keywords=&tid=0&lid=0,深圳,2,市场类,15712-互娱商业分析经理(深圳)
2017-11-12,position_detail.php?id=33581&keywords=&tid=0&lid=0,深圳,4,设计类,15687-3D游戏角色专家（深圳）
2017-11-12,position_detail.php?id=33292&keywords=&tid=0&lid=0,深圳,1,技术类,15851-游戏引擎开发工程师（深圳）
2017-11-12,position_detail.php?id=33294&keywords=&tid=0&lid=0,深圳,1,技术类,15851-游戏机器学习研究员（深圳）
2017-11-12,position_detail.php?id=33296&keywords=&tid=0&lid=0,深圳,1,技术类,15851-游戏后台开发工程师（深圳）
2017-11-12,position_detail.php?id=32899&keywords=&tid=0&lid=0,北京,1,技术类,22989-腾讯云日志服务后台开发工程师（北京）
2017-11-12,position_detail.php?id=31571&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云运维交付工程师（深圳）
2017-11-12,position_detail.php?id=31569&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云安全运维工程师（深圳）
2017-11-12,position_detail.php?id=31601&keywords=&tid=0&lid=0,深圳,2,技术类,SA-腾讯社交广告数据分析工程师（微信广告方向）
2017-11-12,position_detail.php?id=28587&keywords=&tid=0&lid=0,深圳,1,技术类,20718-web前端开发工程师
2017-11-12,position_detail.php?id=29277&keywords=&tid=0&lid=0,深圳,1,技术类,MIG12-大数据平台高级架构师（深圳）
2017-11-12,position_detail.php?id=31577&keywords=&tid=0&lid=0,北京,1,设计类,15612-3D动画特效设计师（北京）
2017-11-12,position_detail.php?id=31587&keywords=&tid=0&lid=0,北京,1,设计类,MIG03-车联网视觉设计师（北京）
2017-11-12,position_detail.php?id=31605&keywords=&tid=0&lid=0,深圳,2,产品/项目类,XN-产品运营经理（深圳）
2017-11-12,position_detail.php?id=27219&keywords=&tid=0&lid=0,深圳,1,技术类,18428-金融应用高级运维工程师（深圳）
2017-11-12,position_detail.php?id=28531&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21229-高级游戏市场产品分析（深圳）
2017-11-12,position_detail.php?id=31572&keywords=&tid=0&lid=0,深圳,1,职能类,HY-高管秘书（深圳）
2017-11-12,position_detail.php?id=27722&keywords=&tid=0&lid=0,上海,1,产品/项目类,15573-SLG类手游商业化策划（上海）
2017-11-12,position_detail.php?id=29867&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-腾讯地图自然语言处理高级工程师(北京)
2017-11-11,position_detail.php?id=29276&keywords=&tid=0&lid=0,深圳,1,技术类,MIG12-大数据算法应用高级架构师（深圳）
2017-11-11,position_detail.php?id=30487&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-游戏测试组长（深圳）
2017-11-11,position_detail.php?id=32189&keywords=&tid=0&lid=0,深圳,1,产品/项目类,XN-竞猜产品运营经理（深圳）
2017-11-11,position_detail.php?id=26213&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-运营产品策划（深圳）
2017-11-11,position_detail.php?id=30446&keywords=&tid=0&lid=0,北京,1,技术类,23674-新闻客户端开发总监
2017-11-11,position_detail.php?id=31553&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云行业SAAS生态架构师（深圳/上海/北京）
2017-11-11,position_detail.php?id=32205&keywords=&tid=0&lid=0,深圳,2,技术类,22989-数据库方向后台开发高级工程师（深圳）
2017-11-11,position_detail.php?id=31562&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG15-AI终端高级产品经理
2017-11-11,position_detail.php?id=29305&keywords=&tid=0&lid=0,深圳,2,技术类,TEG07-web前端开发工程师（深圳）
2017-11-11,position_detail.php?id=30941&keywords=&tid=0&lid=0,深圳,1,技术类,MIG18-开放平台-应用宝后台开发工程师（深圳）
2017-11-10,position_detail.php?id=34218&keywords=&tid=0&lid=0,深圳,1,职能类,15582-业务流程管理（深圳）
2017-11-10,position_detail.php?id=34217&keywords=&tid=0&lid=0,深圳,1,市场类,15582-游戏工作室品牌经理（深圳）
2017-11-10,position_detail.php?id=34215&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21309-IT类目经理（深圳）
2017-11-10,position_detail.php?id=34210&keywords=&tid=0&lid=0,深圳,2,产品/项目类,22989-营销云（高级）产品经理（深圳）
2017-11-10,position_detail.php?id=34202&keywords=&tid=0&lid=0,北京,1,职能类,BJ-员工福利经理（北京）
2017-11-10,position_detail.php?id=34219&keywords=&tid=0&lid=0,北京,1,产品/项目类,24548-电视剧商业制片人
2017-11-10,position_detail.php?id=34206&keywords=&tid=0&lid=0,深圳,1,技术类,SNG16-腾讯音乐音质检测与评估算法工程师（深圳）
2017-11-10,position_detail.php?id=34204&keywords=&tid=0&lid=0,深圳,1,技术类,SNG16-腾讯音乐音频算法工程师（深圳）
2017-11-10,position_detail.php?id=33879&keywords=&tid=0&lid=0,深圳,1,技术类,WXG02-154 微信游戏系统测试工程师（深圳）
2017-11-10,position_detail.php?id=34201&keywords=&tid=0&lid=0,深圳,1,产品/项目类,TEG13-数据产品经理（深圳）
2017-11-10,position_detail.php?id=34195&keywords=&tid=0&lid=0,上海,2,技术类,19332-AI算法工程师（上海）
2017-11-10,position_detail.php?id=34190&keywords=&tid=0&lid=0,上海,2,技术类,SNG08-图像算法岗位（上海）
2017-11-10,position_detail.php?id=34192&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG16-腾讯音乐综艺运营策划（深圳）
2017-11-10,position_detail.php?id=31352&keywords=&tid=0&lid=0,深圳,1,产品/项目类,20718-运营总监（深圳）
2017-11-10,position_detail.php?id=29244&keywords=&tid=0&lid=0,深圳,1,设计类,15571-3D场景设计师（深圳）
2017-11-10,position_detail.php?id=32145&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-客户端安全开发工程师（深圳）
2017-11-10,position_detail.php?id=32160&keywords=&tid=0&lid=0,深圳,1,技术类,18428-金融业务安全工程师
2017-11-10,position_detail.php?id=32895&keywords=&tid=0&lid=0,北京,1,内容编辑类,23673-新闻热点运营编辑（北京）
2017-11-10,position_detail.php?id=32167&keywords=&tid=0&lid=0,广州,1,技术类,WXG02-113 微信后台开发工程师（广州）
2017-11-10,position_detail.php?id=32176&keywords=&tid=0&lid=0,深圳,1,市场类,MIG18-双百计划商业分析师（深圳）
2017-11-10,position_detail.php?id=32177&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG06-AI高级产品策划经理（深圳）
2017-11-10,position_detail.php?id=29246&keywords=&tid=0&lid=0,深圳,2,技术类,SNG04-手Q厘米秀IOS开发工程师（深圳）
2017-11-10,position_detail.php?id=32165&keywords=&tid=0&lid=0,深圳,1,职能类,HGJ-法务文员
2017-11-10,position_detail.php?id=27618&keywords=&tid=0&lid=0,深圳,1,职能类,HGJ-Legal counsel
2017-11-10,position_detail.php?id=31544&keywords=&tid=0&lid=0,广州,1,职能类,FWZ-维权律师（广州）
2017-11-10,position_detail.php?id=32172&keywords=&tid=0&lid=0,深圳,1,产品/项目类,TEG05-安全产品海外运营经理（深圳）
2017-11-10,position_detail.php?id=30423&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯云计费平台高级产品经理(深圳)
2017-11-10,position_detail.php?id=29243&keywords=&tid=0&lid=0,深圳,1,市场类,17467-企鹅电竞高级品牌经理（深圳）
2017-11-10,position_detail.php?id=30334&keywords=&tid=0&lid=0,深圳,1,技术类,TEG15-web前端开发工程师（深圳）
2017-11-10,position_detail.php?id=30402&keywords=&tid=0&lid=0,深圳,1,产品/项目类,23518-移动游戏运营经理（创新品类）
2017-11-09,position_detail.php?id=34180&keywords=&tid=0&lid=0,北京,1,技术类,19116-互联网+行业大数据高级工程师（北京）
2017-11-09,position_detail.php?id=34182&keywords=&tid=0&lid=0,成都,1,技术类,19116-互联网+行业大数据高级工程师（成都）
2017-11-09,position_detail.php?id=29331&keywords=&tid=0&lid=0,深圳,2,技术类,21557-音视频实验室视频内核专家（深圳）
2017-11-09,position_detail.php?id=31501&keywords=&tid=0&lid=0,深圳,2,技术类,21557-音视频实验室计算机视觉开发高级工程师（深圳）
2017-11-09,position_detail.php?id=32077&keywords=&tid=0&lid=0,深圳,2,技术类,21557-音视频实验室音频算法专家（深圳）
2017-11-09,position_detail.php?id=34183&keywords=&tid=0&lid=0,北京,1,市场类,24549-创新策略经理（北京）
2017-11-09,position_detail.php?id=32099&keywords=&tid=0&lid=0,成都,1,设计类,15575-《王者荣耀》3D场景资深设计师（成都）
2017-11-09,position_detail.php?id=34178&keywords=&tid=0&lid=0,上海,1,产品/项目类,19116-大数据产品及行业解决方案经理（北京/上海/深圳）
2017-11-09,position_detail.php?id=34176&keywords=&tid=0&lid=0,北京,1,技术类,22086-数据分析（北京）
2017-11-09,position_detail.php?id=33379&keywords=&tid=0&lid=0,深圳,2,市场类,14914-营销研究经理（深圳）
2017-11-09,position_detail.php?id=34170&keywords=&tid=0&lid=0,深圳,2,技术类,TEG05-安全研究员（深圳）
2017-11-09,position_detail.php?id=34168&keywords=&tid=0&lid=0,深圳,2,技术类,TEG05-高级数据挖掘工程师（深圳）
2017-11-09,position_detail.php?id=34166&keywords=&tid=0&lid=0,深圳,5,职能类,18924-部门秘书（深圳）
2017-11-09,position_detail.php?id=34165&keywords=&tid=0&lid=0,深圳,1,技术类,SNG11-腾讯云高级客户端开发工程师
2017-11-09,position_detail.php?id=34162&keywords=&tid=0&lid=0,深圳,1,技术类,HY2-前端高级开发工程师（深圳）
2017-11-09,position_detail.php?id=34160&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG04-兴趣部落产品策划（深圳）
2017-11-09,position_detail.php?id=34158&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG04-兴趣部落产品策划（深圳）
2017-11-09,position_detail.php?id=34156&keywords=&tid=0&lid=0,深圳,1,设计类,15612-3D场景组长（深圳）
2017-11-09,position_detail.php?id=34154&keywords=&tid=0&lid=0,深圳,1,技术类,TEG12-海外数据中心经理（深圳）
2017-11-09,position_detail.php?id=34149&keywords=&tid=0&lid=0,深圳,2,技术类,22989-智慧零售行业Web开发工程师（深圳）
2017-11-09,position_detail.php?id=34148&keywords=&tid=0&lid=0,广州,1,职能类,S2-数字广东网络建设有限公司财务总监（广州）
2017-11-09,position_detail.php?id=33734&keywords=&tid=0&lid=0,北京,2,产品/项目类,MIG16-地图数据项目经理（北京）
2017-11-09,position_detail.php?id=34172&keywords=&tid=0&lid=0,深圳,1,产品/项目类,20589-海外PM(深圳)
2017-11-09,position_detail.php?id=32894&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19116-互联网+医疗产品运营经理（深圳）
2017-11-09,position_detail.php?id=32097&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18432-资产证券化产品组组长
2017-11-09,position_detail.php?id=32044&keywords=&tid=0&lid=0,深圳,1,职能类,18432-政府事务副总监（北京)
2017-11-09,position_detail.php?id=34155&keywords=&tid=0&lid=0,深圳,0,设计类,SNG16-品牌运营设计（深圳）
2017-11-09,position_detail.php?id=34078&keywords=&tid=0&lid=0,深圳,1,技术类,MIG03-安全产品测试组长（深圳）
2017-11-09,position_detail.php?id=32872&keywords=&tid=0&lid=0,上海,2,技术类,20503-深度学习应用研发工程师（上海）
2017-11-09,position_detail.php?id=33582&keywords=&tid=0&lid=0,北京,3,技术类,MIG16-地图质量工程师（北京）
2017-11-09,position_detail.php?id=32158&keywords=&tid=0&lid=0,深圳,1,职能类,AQ-情报分析经理
2017-11-09,position_detail.php?id=34118&keywords=&tid=0&lid=0,深圳,3,技术类,22989-腾讯云物联网方向研发（高级）工程师（深圳/北京/上海）
2017-11-09,position_detail.php?id=32047&keywords=&tid=0&lid=0,北京,1,技术类,22086-体育产品后台开发（北京）
2017-11-09,position_detail.php?id=28051&keywords=&tid=0&lid=0,北京,2,技术类,TEG15-Mysql数据库架构师（北京）
2017-11-09,position_detail.php?id=32143&keywords=&tid=0&lid=0,深圳,2,产品/项目类,17520-自研游戏策划（深圳）
2017-11-09,position_detail.php?id=32866&keywords=&tid=0&lid=0,深圳,1,技术类,MIG07-PC安全开发工程师（腾讯电脑管家）（深圳）
2017-11-09,position_detail.php?id=31515&keywords=&tid=0&lid=0,深圳,3,技术类,22989-大数据和人工智能开发工程师 （深圳/北京/上海/成都）
2017-11-09,position_detail.php?id=28061&keywords=&tid=0&lid=0,深圳,2,产品/项目类,21090-射击类游戏市场推广（深圳）
2017-11-08,position_detail.php?id=33655&keywords=&tid=0&lid=0,北京,1,技术类,23674-腾讯新闻后台测试组长
2017-11-08,position_detail.php?id=33192&keywords=&tid=0&lid=0,北京,2,技术类,23674-新闻推荐算法高级工程师（北京）
2017-11-08,position_detail.php?id=34140&keywords=&tid=0&lid=0,上海,1,产品/项目类,19407-移动游戏市场品牌（上海）
2017-11-08,position_detail.php?id=34136&keywords=&tid=0&lid=0,昆明,1,技术类,SNG02-腾讯云行业方案架构师（昆明）
2017-11-08,position_detail.php?id=34135&keywords=&tid=0&lid=0,昆明,1,产品/项目类,SNG02-腾讯云行业高级运营经理（昆明）
2017-11-08,position_detail.php?id=34131&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯云存储产品运营（深圳）
2017-11-08,position_detail.php?id=34130&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云大数据开发工程师
2017-11-08,position_detail.php?id=30815&keywords=&tid=0&lid=0,深圳,2,市场类,22990-腾讯云品牌经理招聘（深圳）
2017-11-08,position_detail.php?id=26203&keywords=&tid=0&lid=0,深圳,1,技术类,OMG236-移动端研发工程师（深圳）
2017-11-08,position_detail.php?id=34128&keywords=&tid=0&lid=0,深圳,1,产品/项目类,XN-通讯充值产品策划经理（深圳）
2017-11-08,position_detail.php?id=34124&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云网络运维高级工程师（深圳）
2017-11-08,position_detail.php?id=34122&keywords=&tid=0&lid=0,北京,1,职能类,AQ-内容安全系统验证经理
2017-11-08,position_detail.php?id=34119&keywords=&tid=0&lid=0,上海,1,市场类,22967-大客户销售经理（上海）
2017-11-08,position_detail.php?id=34116&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云物联网方向研发leader（深圳/北京/上海）
2017-11-08,position_detail.php?id=30485&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-Unreal游戏测试开发(深圳）
2017-11-08,position_detail.php?id=34104&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云分布式块存储底层开发工程师（深圳）
2017-11-08,position_detail.php?id=34103&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云KVM虚拟化及内核研发工程师（深圳）
2017-11-08,position_detail.php?id=34101&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-移动客户端开发工程师（深圳）
