postionType,postionLocation,positionName,postionNumber,postionLink,publishDate
2017-10-23,position_detail.php?id=33632&keywords=&tid=0&lid=0,北京,2,产品/项目类,23671-数据产品经理(北京）
2017-10-23,position_detail.php?id=33629&keywords=&tid=0&lid=0,北京,1,产品/项目类,23671-企鹅号电商策划运营（北京）
2017-10-23,position_detail.php?id=33627&keywords=&tid=0&lid=0,北京,1,产品/项目类,23671-企鹅号内容发行运营经理（北京）
2017-10-23,position_detail.php?id=33620&keywords=&tid=0&lid=0,北京,2,产品/项目类,23671-2.	企鹅号投后支持运营经理 （北京）
2017-10-23,position_detail.php?id=33619&keywords=&tid=0&lid=0,深圳,2,产品/项目类,23671-资深渠道/产品运营经理(深圳）
2017-10-23,position_detail.php?id=33611&keywords=&tid=0&lid=0,深圳,1,技术类,SNG11-安管合规服务管理（深圳）
2017-10-23,position_detail.php?id=33607&keywords=&tid=0&lid=0,深圳,2,技术类,TEG03-大数据平台运维工程师（深圳）
2017-10-23,position_detail.php?id=33606&keywords=&tid=0&lid=0,深圳,2,技术类,SNG06-内容后台开发高级工程师（深圳）
2017-10-23,position_detail.php?id=33588&keywords=&tid=0&lid=0,北京,1,产品/项目类,17757-腾讯网产品经理（北京）
2017-10-23,position_detail.php?id=33609&keywords=&tid=0&lid=0,深圳,1,技术类,SNG16-QQ音乐/全民k歌搜索后台开发工程师（深圳）
2017-10-23,position_detail.php?id=33580&keywords=&tid=0&lid=0,深圳,2,产品/项目类,17229-SLG游戏策划（深圳）
2017-10-23,position_detail.php?id=33577&keywords=&tid=0&lid=0,深圳,3,技术类,22989-腾讯云游戏解决方案架构师（面向海外）（北京/上海/深圳）
2017-10-23,position_detail.php?id=33552&keywords=&tid=0&lid=0,深圳,1,职能类,CG-运营类采购商务主管
2017-10-23,position_detail.php?id=33544&keywords=&tid=0&lid=0,深圳,2,技术类,MIG03-腾讯MIG研发部架构师（深圳）
2017-10-23,position_detail.php?id=33586&keywords=&tid=0&lid=0,深圳,1,市场类,16175-海外游戏品牌经理（深圳）
2017-10-23,position_detail.php?id=30636&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21227-MMO商业化策划（深圳）
2017-10-20,position_detail.php?id=33005&keywords=&tid=0&lid=0,深圳,1,设计类,22025-建造类沙盒游戏资深2D原画设计（深圳）
2017-10-20,position_detail.php?id=33575&keywords=&tid=0&lid=0,北京,1,技术类,WXG08-113 微信搜索后台开发高级工程师（北京）
2017-10-20,position_detail.php?id=33403&keywords=&tid=0&lid=0,上海,2,产品/项目类,19157-汽车物联行业项目经理（上海）
2017-10-19,position_detail.php?id=33540&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22990-行业解决方案顾问（深圳）
2017-10-19,position_detail.php?id=33538&keywords=&tid=0&lid=0,北京,1,产品/项目类,22990-行业解决方案顾问（北京）
2017-10-19,position_detail.php?id=33535&keywords=&tid=0&lid=0,北京,2,市场类,22990-行业大客户销售经理（北京）
2017-10-19,position_detail.php?id=33448&keywords=&tid=0&lid=0,广州,2,技术类,WXG01-122 微信数据科学家
2017-10-19,position_detail.php?id=33473&keywords=&tid=0&lid=0,深圳,1,技术类,GY0-运营开发工程师（深圳）
2017-10-19,position_detail.php?id=33149&keywords=&tid=0&lid=0,深圳,1,市场类,22990-行业大客户销售经理（深圳）
2017-10-19,position_detail.php?id=33545&keywords=&tid=0&lid=0,上海,1,市场类,MIG18-开放平台区域运营经理（上海）
2017-10-19,position_detail.php?id=33390&keywords=&tid=0&lid=0,上海,1,产品/项目类,15573-MMORPG手游高级策划（上海）
2017-10-19,position_detail.php?id=33464&keywords=&tid=0&lid=0,深圳,1,产品/项目类,XN-QQ竞猜-高级产品策划经理（深圳）
2017-10-19,position_detail.php?id=33466&keywords=&tid=0&lid=0,深圳,1,技术类,XN-web前端开发工程师（深圳）
2017-10-19,position_detail.php?id=33541&keywords=&tid=0&lid=0,深圳,1,市场类,19116-互联网+生态运营高级经理（深圳）
2017-10-19,position_detail.php?id=33529&keywords=&tid=0&lid=0,深圳,2,技术类,MIG03-车联网测试负责人（深圳）
2017-10-19,position_detail.php?id=33524&keywords=&tid=0&lid=0,深圳,1,技术类,MIG03-移动端高级测试开发工程师（深圳）
2017-10-19,position_detail.php?id=33521&keywords=&tid=0&lid=0,深圳,6,技术类,17229-手游客户端开发工程师
2017-10-19,position_detail.php?id=33520&keywords=&tid=0&lid=0,深圳,4,技术类,17229-手游UE引擎高级工程师
2017-10-19,position_detail.php?id=33514&keywords=&tid=0&lid=0,北京,1,技术类,22989-腾讯云PAAS产品架构师（北京）
2017-10-19,position_detail.php?id=33507&keywords=&tid=0&lid=0,深圳,1,产品/项目类,23486-证券产品中心高级项目经理（深圳）
2017-10-19,position_detail.php?id=33506&keywords=&tid=0&lid=0,深圳,1,技术类,XN-系统测试工程师（深圳）
2017-10-19,position_detail.php?id=33515&keywords=&tid=0&lid=0,深圳,1,技术类,16175-测试工程师
2017-10-18,position_detail.php?id=33510&keywords=&tid=0&lid=0,深圳,1,产品/项目类,16175-日语社区经理
2017-10-18,position_detail.php?id=32613&keywords=&tid=0&lid=0,上海,1,技术类,SA-腾讯社交广告前端开发高级工程师（联盟广告方向）（上海）
2017-10-18,position_detail.php?id=33501&keywords=&tid=0&lid=0,上海,1,技术类,21760-游戏后台开发工程师（上海）
2017-10-18,position_detail.php?id=33495&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18402-QQ飞车手游赛事运营经理
2017-10-18,position_detail.php?id=33485&keywords=&tid=0&lid=0,广州,1,技术类,WXG08-122 微信数据挖掘算法工程师（广州）
2017-10-18,position_detail.php?id=33484&keywords=&tid=0&lid=0,广州,1,技术类,WXG08-112 微信商业支持运营开发工程师（广州）
2017-10-18,position_detail.php?id=33480&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15570-端游RPG系统策划（深圳）
2017-10-18,position_detail.php?id=33478&keywords=&tid=0&lid=0,深圳,1,设计类,GY0-高级交互设计师（深圳）
2017-10-18,position_detail.php?id=33475&keywords=&tid=0&lid=0,深圳,1,技术类,GY0-voov后台开发工程师（深圳）
2017-10-18,position_detail.php?id=33469&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG07-游戏工具产品策划经理（深圳）
2017-10-18,position_detail.php?id=33460&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-自然语言处理算法工程师（深圳）
2017-10-18,position_detail.php?id=33458&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-沙盒类手游服务端开发工程师（深圳）
2017-10-18,position_detail.php?id=33457&keywords=&tid=0&lid=0,深圳,1,产品/项目类,HY1-沙盒游戏策划（深圳）
2017-10-18,position_detail.php?id=33454&keywords=&tid=0&lid=0,深圳,1,设计类,HY1-游戏3D设计师（深圳）
2017-10-18,position_detail.php?id=33452&keywords=&tid=0&lid=0,深圳,1,设计类,HY1-游戏主美（深圳）
2017-10-18,position_detail.php?id=33493&keywords=&tid=0&lid=0,深圳,2,技术类,SNG16-全民K歌后台开发研发工程师（深圳）
2017-10-18,position_detail.php?id=33470&keywords=&tid=0&lid=0,深圳,2,技术类,SNG16-全民K歌web前端工程师（深圳）
2017-10-18,position_detail.php?id=33450&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15569-QQ飞车手游用户运营策划
2017-10-18,position_detail.php?id=33447&keywords=&tid=0&lid=0,深圳,1,技术类,15569-QQ飞车手游高级客户端开发
2017-10-18,position_detail.php?id=33444&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15569-QQ飞车手游高级关卡策划
2017-10-18,position_detail.php?id=33442&keywords=&tid=0&lid=0,深圳,1,设计类,15569-QQ飞车手游3D特效设计师
2017-10-18,position_detail.php?id=33437&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-地图导航引擎开发工程师（北京）
2017-10-18,position_detail.php?id=33433&keywords=&tid=0&lid=0,深圳,2,技术类,22989-游戏云后台研发高级工程师
2017-10-18,position_detail.php?id=33430&keywords=&tid=0&lid=0,上海,2,市场类,22990-互联网+商务拓展（上海）
2017-10-18,position_detail.php?id=33426&keywords=&tid=0&lid=0,北京,3,市场类,22990-腾讯云渠道经理（北京）
2017-10-18,position_detail.php?id=33424&keywords=&tid=0&lid=0,深圳,3,市场类,22990-腾讯云市场资深运营专员（深圳）
2017-10-18,position_detail.php?id=33419&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云WEB前端开发（深圳）
2017-10-18,position_detail.php?id=33414&keywords=&tid=0&lid=0,深圳,1,产品/项目类,21087-游戏官网运营（深圳）
2017-10-18,position_detail.php?id=33325&keywords=&tid=0&lid=0,广州,1,市场类,WXG01-321 商务拓展
2017-10-17,position_detail.php?id=33434&keywords=&tid=0&lid=0,北京,3,设计类,MIG03-地图视觉设计师
2017-10-17,position_detail.php?id=33417&keywords=&tid=0&lid=0,深圳,1,技术类,MIG18-AI开放平台后台开发工程师（深圳）
2017-10-17,position_detail.php?id=33368&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-游戏安全客户端逆向工程师（深圳）
2017-10-17,position_detail.php?id=33411&keywords=&tid=0&lid=0,深圳,1,产品/项目类,16175-日语本地化经理
2017-10-17,position_detail.php?id=33402&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG08-渠道管理经理（深圳）
2017-10-17,position_detail.php?id=33401&keywords=&tid=0&lid=0,深圳,1,设计类,24012-3D角色设计师（深圳）
2017-10-17,position_detail.php?id=33399&keywords=&tid=0&lid=0,上海,1,产品/项目类,15614-次世代射击游戏市场推广（上海）
2017-10-17,position_detail.php?id=33395&keywords=&tid=0&lid=0,上海,1,产品/项目类,15614-次世代射击游戏运营经理（上海）
2017-10-17,position_detail.php?id=33385&keywords=&tid=0&lid=0,深圳,5,技术类,20503-计算机视觉高级研究员（深圳）
2017-10-16,position_detail.php?id=32744&keywords=&tid=0&lid=0,深圳,1,市场类,MIG05-数字营销高级分析经理（深圳）
2017-10-16,position_detail.php?id=33277&keywords=&tid=0&lid=0,深圳,20,技术类,SNG06-重点产品后台开发工程师-RPO（深圳）
2017-10-16,position_detail.php?id=33380&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG08-QQ阅读产品策划经理（深圳）
2017-10-16,position_detail.php?id=33374&keywords=&tid=0&lid=0,北京,1,技术类,23671-数据开发工程师（北京）
2017-10-16,position_detail.php?id=32430&keywords=&tid=0&lid=0,深圳,1,设计类,24491-王者荣耀全球版-2D角色设计师（深圳）
2017-10-16,position_detail.php?id=32448&keywords=&tid=0&lid=0,深圳,1,产品/项目类,24491-王者荣耀全球版 商业化运营（皮肤方向）（深圳）
2017-10-16,position_detail.php?id=32470&keywords=&tid=0&lid=0,深圳,1,设计类,24491-王者荣耀全球版-高级UI设计师（深圳）
2017-10-16,position_detail.php?id=33367&keywords=&tid=0&lid=0,深圳,1,设计类,HY1-资深视觉设计师（深圳）
2017-10-16,position_detail.php?id=33365&keywords=&tid=0&lid=0,深圳,1,产品/项目类,HY1-游戏安全产品运营（深圳）
2017-10-16,position_detail.php?id=33362&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-游戏安全后台开发工程师（深圳）
2017-10-16,position_detail.php?id=33356&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云系统内核研发工程师（深圳）
2017-10-16,position_detail.php?id=33353&keywords=&tid=0&lid=0,北京,2,内容编辑类,OMG148-房产高级记者（北京）
2017-10-16,position_detail.php?id=33350&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》资深战斗策划（成都）
2017-10-16,position_detail.php?id=33347&keywords=&tid=0&lid=0,成都,1,设计类,15575-《王者荣耀》世界观场景概念设计师（成都）
2017-10-16,position_detail.php?id=33345&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15585-游戏系统策划(深圳)
2017-10-16,position_detail.php?id=33339&keywords=&tid=0&lid=0,深圳,2,产品/项目类,19333-SNG广告产品运营经理（深圳）
2017-10-16,position_detail.php?id=33338&keywords=&tid=0&lid=0,上海,1,市场类,19333-商业化广告行销经理（上海）
2017-10-16,position_detail.php?id=33335&keywords=&tid=0&lid=0,深圳,1,技术类,22989-CDN方向高级专项技术支持工程师（深圳）
2017-10-16,position_detail.php?id=33332&keywords=&tid=0&lid=0,北京,2,技术类,22989-腾讯云大客户售后技术支持专家顾问（北京）
2017-10-15,position_detail.php?id=33369&keywords=&tid=0&lid=0,北京,1,产品/项目类,24548-综艺商业制片人
2017-10-13,position_detail.php?id=33331&keywords=&tid=0&lid=0,北京,1,产品/项目类,17757-腾讯网数据策略产品经理（北京）
2017-10-13,position_detail.php?id=33327&keywords=&tid=0&lid=0,北京,1,职能类,S2-MIG财务分析（北京）
2017-10-13,position_detail.php?id=33329&keywords=&tid=0&lid=0,深圳,1,设计类,SNG16-腾讯音乐用户研究工程师（深圳）
2017-10-12,position_detail.php?id=33317&keywords=&tid=0&lid=0,上海,2,设计类,15618-场景原画设计师（上海）
2017-10-12,position_detail.php?id=33319&keywords=&tid=0&lid=0,上海,1,设计类,15618-游戏动画设计师（上海）
2017-10-12,position_detail.php?id=33314&keywords=&tid=0&lid=0,上海,1,设计类,15614-次世代游戏技术美术（上海）
2017-10-12,position_detail.php?id=33307&keywords=&tid=0&lid=0,深圳,1,职能类,FWZ-游戏维权法务
2017-10-12,position_detail.php?id=33306&keywords=&tid=0&lid=0,深圳,1,设计类,15569-视觉设计师（深圳）
2017-10-12,position_detail.php?id=33315&keywords=&tid=0&lid=0,北京,1,技术类,15503-系统漏洞研究工程师（北京）
2017-10-12,position_detail.php?id=33022&keywords=&tid=0&lid=0,深圳,1,技术类,22989-腾讯云游戏解决方案架构师（深圳）
2017-10-12,position_detail.php?id=33309&keywords=&tid=0&lid=0,北京,2,内容编辑类,22086-综合采编内容编辑（北京）
2017-10-12,position_detail.php?id=33087&keywords=&tid=0&lid=0,成都,1,产品/项目类,15575-《王者荣耀》IP内容运营（成都）
2017-10-12,position_detail.php?id=33300&keywords=&tid=0&lid=0,深圳,1,市场类,23295-互娱娱乐营销市场经理(深圳)
2017-10-12,position_detail.php?id=33298&keywords=&tid=0&lid=0,深圳,2,设计类,15579-3D游戏特效设计（深圳）
2017-10-12,position_detail.php?id=33288&keywords=&tid=0&lid=0,北京,1,职能类,20759-政府事务经理
2017-10-12,position_detail.php?id=33289&keywords=&tid=0&lid=0,深圳,1,产品/项目类,MIG18-商业化策略产品经理（深圳）
2017-10-11,position_detail.php?id=33282&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15569-QQ飞车手游高级玩法策划（深圳）
2017-10-11,position_detail.php?id=33286&keywords=&tid=0&lid=0,北京,2,技术类,23671-iOS开发高级工程师(北京）
2017-10-11,position_detail.php?id=33281&keywords=&tid=0&lid=0,北京,1,产品/项目类,SA-腾讯社交广告社交洞察经理（北京）
2017-10-11,position_detail.php?id=33274&keywords=&tid=0&lid=0,上海,1,设计类,15614-次世代3D游戏特效设计师（上海）
2017-10-11,position_detail.php?id=33268&keywords=&tid=0&lid=0,上海,1,产品/项目类,15614-次世代射击游戏系统策划（上海）
2017-10-11,position_detail.php?id=33264&keywords=&tid=0&lid=0,上海,1,设计类,21759-资深塔防类手游主美（上海）
2017-10-11,position_detail.php?id=33261&keywords=&tid=0&lid=0,深圳,1,职能类,S2-Web前端开发工程师（深圳）
2017-10-11,position_detail.php?id=33253&keywords=&tid=0&lid=0,深圳,2,产品/项目类,MIG07-办公功能产品策划经理（深圳）
2017-10-11,position_detail.php?id=33250&keywords=&tid=0&lid=0,深圳,1,职能类,14137-WXG财务管理（深圳）
2017-10-11,position_detail.php?id=33276&keywords=&tid=0&lid=0,深圳,1,市场类,MIG05-浏览器高级品牌经理（深圳）
2017-10-11,position_detail.php?id=33265&keywords=&tid=0&lid=0,深圳,2,技术类,SNG16-运营开发工程师（深圳）
2017-10-11,position_detail.php?id=33257&keywords=&tid=0&lid=0,深圳,1,技术类,21527-腾讯音乐eHR系统工程师（深圳）
2017-10-11,position_detail.php?id=33243&keywords=&tid=0&lid=0,北京,1,产品/项目类,19822-影视制片人（北京）
2017-10-10,position_detail.php?id=33103&keywords=&tid=0&lid=0,北京,1,市场类,19116-互联网+商务拓展经理（医疗/人社/公安方向）
2017-10-10,position_detail.php?id=32674&keywords=&tid=0&lid=0,北京,1,市场类,SNG16-腾讯音乐高级公关经理（北京）
2017-10-10,position_detail.php?id=32672&keywords=&tid=0&lid=0,深圳,1,市场类,SNG16-腾讯音乐市场总监（深圳）
2017-10-10,position_detail.php?id=32649&keywords=&tid=0&lid=0,深圳,1,市场类,SNG16-腾讯音乐市场经理（深圳）
2017-10-10,position_detail.php?id=33241&keywords=&tid=0&lid=0,深圳,2,产品/项目类,MIG18-海外内容运营商务经理（深圳）
2017-10-09,position_detail.php?id=33234&keywords=&tid=0&lid=0,北京,1,职能类,AQ-产品安全经理（北京）
2017-10-09,position_detail.php?id=33227&keywords=&tid=0&lid=0,深圳,2,产品/项目类,22989-腾讯云大数据产品经理 (数据仓库方向) (深圳/北京/上海/成都)
2017-10-09,position_detail.php?id=33225&keywords=&tid=0&lid=0,北京,1,市场类,17467-SNG市场部-娱乐营销拓展（北京）
2017-10-09,position_detail.php?id=33165&keywords=&tid=0&lid=0,深圳,1,技术类,15571-unreal客户端开发工程师（深圳）
2017-10-09,position_detail.php?id=33221&keywords=&tid=0&lid=0,深圳,1,市场类,23292-英雄联盟品牌经理（深圳）
2017-10-09,position_detail.php?id=33217&keywords=&tid=0&lid=0,深圳,1,产品/项目类,18302-新动作手游关卡策划（深圳）
2017-10-09,position_detail.php?id=33216&keywords=&tid=0&lid=0,深圳,2,职能类,S2-投资公司管理经理（深圳）
2017-10-09,position_detail.php?id=33211&keywords=&tid=0&lid=0,上海,1,产品/项目类,21229-游戏运营经理（上海）
2017-10-09,position_detail.php?id=33210&keywords=&tid=0&lid=0,北京,1,技术类,22090-天天快报-后台开发工程师（北京）
2017-10-09,position_detail.php?id=33205&keywords=&tid=0&lid=0,深圳,1,技术类,18428-财付通银行交易开发工程师（深圳）
2017-10-09,position_detail.php?id=32873&keywords=&tid=0&lid=0,北京,1,技术类,22090-天天快报-文本分析与挖掘高级工程师（北京）
2017-10-09,position_detail.php?id=33200&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15571-高级项目经理（深圳）
2017-10-09,position_detail.php?id=33198&keywords=&tid=0&lid=0,深圳,2,技术类,SNG02-腾讯云音视频研发高级工程师（深圳）
2017-10-09,position_detail.php?id=33195&keywords=&tid=0&lid=0,深圳,1,职能类,21530-腾讯音乐高级猎聘经理（深圳）
2017-10-09,position_detail.php?id=33188&keywords=&tid=0&lid=0,美国,5,技术类,TEG17-Principal Researcher（us）
2017-09-30,position_detail.php?id=33186&keywords=&tid=0&lid=0,深圳,3,技术类,SNG16-全民K歌IOS开发工程师（深圳）
2017-09-30,position_detail.php?id=33163&keywords=&tid=0&lid=0,深圳,1,技术类,TEG14-数据分析师（深圳）
2017-09-29,position_detail.php?id=33169&keywords=&tid=0&lid=0,深圳,1,市场类,SA-腾讯社交广告商业分析经理（深圳）
2017-09-29,position_detail.php?id=33171&keywords=&tid=0&lid=0,深圳,1,职能类,HGJ-Tencent Legal Commercial Counsel
2017-09-29,position_detail.php?id=33159&keywords=&tid=0&lid=0,深圳,1,技术类,15585-斗战神端游后台开发
2017-09-29,position_detail.php?id=32733&keywords=&tid=0&lid=0,深圳,1,技术类,15570-端游引擎开发工程师（深圳）
2017-09-28,position_detail.php?id=33153&keywords=&tid=0&lid=0,昆明,1,职能类,20765-政府及公共事务经理（云南）
2017-09-28,position_detail.php?id=33147&keywords=&tid=0&lid=0,北京,2,职能类,AQ-业务安全经理(北京)
2017-09-27,position_detail.php?id=33134&keywords=&tid=0&lid=0,深圳,2,设计类,SD9-游戏美术2D设计
2017-09-27,position_detail.php?id=33130&keywords=&tid=0&lid=0,北京,1,技术类,23048-翻译君语料数据工程师（北京）
2017-09-27,position_detail.php?id=33127&keywords=&tid=0&lid=0,深圳,1,技术类,TEG05-系统测试工程师（深圳）
2017-09-27,position_detail.php?id=33125&keywords=&tid=0&lid=0,深圳,1,技术类,TEG05-windows开发工程师（深圳）
2017-09-27,position_detail.php?id=33114&keywords=&tid=0&lid=0,上海,1,设计类,15614-游戏宣传视觉设计师（上海）
2017-09-27,position_detail.php?id=33112&keywords=&tid=0&lid=0,深圳,1,技术类,SNG07-测试开发工程师（深圳）
2017-09-27,position_detail.php?id=33110&keywords=&tid=0&lid=0,北京,2,技术类,SA-腾讯社交广告测试开发工程师（北京）
2017-09-27,position_detail.php?id=33102&keywords=&tid=0&lid=0,上海,1,技术类,SNG04-后台开发工程师（上海）
2017-09-25,position_detail.php?id=33095&keywords=&tid=0&lid=0,深圳,1,技术类,HY1-高级web前端开发工程师（深圳）
2017-09-25,position_detail.php?id=33091&keywords=&tid=0&lid=0,广州,1,技术类,WXG08-121 微信搜索推荐算法高级工程师
2017-09-25,position_detail.php?id=33083&keywords=&tid=0&lid=0,北京,1,技术类,WXG08-113 微信模式识别软件开发工程师（北京）
2017-09-25,position_detail.php?id=32966&keywords=&tid=0&lid=0,上海,1,技术类,WXG08-121 微信模式识别自然语言处理算法工程师（上海）
2017-09-25,position_detail.php?id=33078&keywords=&tid=0&lid=0,深圳,1,技术类,OMG097-运营开发高级工程师（深圳）
2017-09-22,position_detail.php?id=33063&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯云政务民生产品经理（深圳）
2017-09-22,position_detail.php?id=33057&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云产品开发（深圳）
2017-09-22,position_detail.php?id=33055&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-大数据和人工智能（高级）产品总监（深圳）
2017-09-22,position_detail.php?id=33064&keywords=&tid=0&lid=0,广州,2,市场类,WXG05-311 互联网+行业合作高级经理(广州)
2017-09-22,position_detail.php?id=33048&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云大客户售后技术支持高级顾问（深圳）
2017-09-21,position_detail.php?id=33036&keywords=&tid=0&lid=0,上海,1,产品/项目类,15573-资深SLG手游数值策划（上海）
2017-09-21,position_detail.php?id=33027&keywords=&tid=0&lid=0,北京,2,市场类,22990-战略BD经理（北京）
2017-09-21,position_detail.php?id=32861&keywords=&tid=0&lid=0,深圳,2,职能类,S2-反舞弊调查经理（深圳）
2017-09-21,position_detail.php?id=32940&keywords=&tid=0&lid=0,深圳,1,产品/项目类,22989-腾讯云存储高级产品运营经理（深圳）
2017-09-20,position_detail.php?id=33021&keywords=&tid=0&lid=0,上海,2,技术类,16265-客户端引擎开发工程师（上海）
2017-09-20,position_detail.php?id=33016&keywords=&tid=0&lid=0,上海,1,产品/项目类,15616-高级游戏剧情策划（上海）
2017-09-20,position_detail.php?id=33003&keywords=&tid=0&lid=0,深圳,1,设计类,22025-建造类沙盒资深3D角色设计（深圳）
2017-09-20,position_detail.php?id=33002&keywords=&tid=0&lid=0,深圳,1,设计类,22025-建造类沙盒资深TA技术美术（深圳）
2017-09-20,position_detail.php?id=32991&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15570-新RPG手游高级数值策划（深圳）
2017-09-20,position_detail.php?id=32978&keywords=&tid=0&lid=0,深圳,1,技术类,SNG02-腾讯云行业方案架构师（深圳）
2017-09-20,position_detail.php?id=32971&keywords=&tid=0&lid=0,深圳,1,产品/项目类,SNG03-群视频高级产品策划经理（深圳）
2017-09-20,position_detail.php?id=32961&keywords=&tid=0&lid=0,北京,2,市场类,22990-视频云商务拓展经理（北京）
2017-09-20,position_detail.php?id=32957&keywords=&tid=0&lid=0,深圳,1,技术类,20718-WEB前端开发高级工程师（深圳）
2017-09-20,position_detail.php?id=32938&keywords=&tid=0&lid=0,北京,2,技术类,22989-腾讯云行业架构师（北京）
2017-09-20,position_detail.php?id=32937&keywords=&tid=0&lid=0,成都,2,技术类,22989-腾讯云行业架构师（成都）
2017-09-20,position_detail.php?id=32958&keywords=&tid=0&lid=0,深圳,1,市场类,19116-互联网+医疗商务拓展经理（深圳/广州）
2017-09-19,position_detail.php?id=32950&keywords=&tid=0&lid=0,深圳,2,职能类,AQ-产品安全经理（深圳）
2017-09-19,position_detail.php?id=32947&keywords=&tid=0&lid=0,广州,2,职能类,AQ-产品安全经理（广州）
2017-09-18,position_detail.php?id=32933&keywords=&tid=0&lid=0,深圳,1,市场类,23872-平台商务战略运营经理
2017-09-18,position_detail.php?id=32787&keywords=&tid=0&lid=0,上海,1,职能类,RP-文化与员工关系经理（上海）
2017-09-18,position_detail.php?id=32921&keywords=&tid=0&lid=0,深圳,1,技术类,SNG01-QQ-图像处理专家（深圳）
2017-09-18,position_detail.php?id=32910&keywords=&tid=0&lid=0,深圳,1,产品/项目类,15571-FPS手游高级数值策划（深圳）
2017-09-18,position_detail.php?id=32903&keywords=&tid=0&lid=0,北京,1,产品/项目类,23048-PC浏览器产品经理（北京）
2017-09-15,position_detail.php?id=32778&keywords=&tid=0&lid=0,北京,4,技术类,SNG02-自然语言处理高级研发工程师（北京）
2017-09-15,position_detail.php?id=32668&keywords=&tid=0&lid=0,深圳,1,职能类,EC-办学专家（深圳）
2017-09-15,position_detail.php?id=32880&keywords=&tid=0&lid=0,深圳,1,技术类,22989-iOS高级研发工程师（深圳）
2017-09-15,position_detail.php?id=32878&keywords=&tid=0&lid=0,北京,1,技术类,MIG16-地图后台高级开发工程师（北京）
2017-09-15,position_detail.php?id=32864&keywords=&tid=0&lid=0,深圳,1,设计类,15569-魂斗罗高级2d角色设计师（深圳）
2017-09-15,position_detail.php?id=32858&keywords=&tid=0&lid=0,北京,1,职能类,S2-反舞弊调查经理（北京）
2017-09-14,position_detail.php?id=32854&keywords=&tid=0&lid=0,北京,2,职能类,AQ-安全运营经理（北京）
2017-09-14,position_detail.php?id=32728&keywords=&tid=0&lid=0,北京,1,设计类,15612-高级3D场景设计师（北京）
2017-09-14,position_detail.php?id=32846&keywords=&tid=0&lid=0,深圳,1,职能类,S2-税务管理（深圳）
2017-09-13,position_detail.php?id=32836&keywords=&tid=0&lid=0,深圳,2,技术类,SNG11-腾讯云安全后台开发工程师（深圳）
2017-09-13,position_detail.php?id=32829&keywords=&tid=0&lid=0,深圳,2,技术类,22989-腾讯云API平台研发工程师
2017-09-13,position_detail.php?id=32828&keywords=&tid=0&lid=0,深圳,2,技术类,TEG09-计算平台研发工程师（深圳）
2017-09-13,position_detail.php?id=32838&keywords=&tid=0&lid=0,深圳,1,设计类,MIG03-浏览器高级视觉设计师
2017-09-13,position_detail.php?id=32794&keywords=&tid=0&lid=0,深圳,1,技术类,TEG03-数据挖掘算法工程师（深圳）
2017-09-13,position_detail.php?id=32700&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19881-王者荣耀高级线下赛事运营（深圳）
2017-09-13,position_detail.php?id=32703&keywords=&tid=0&lid=0,深圳,1,产品/项目类,19881-王者荣耀高级本地化运营策划（深圳）
2017-09-11,position_detail.php?id=32783&keywords=&tid=0&lid=0,上海,1,产品/项目类,15618-手游系统策划（上海）
2017-09-11,position_detail.php?id=32782&keywords=&tid=0&lid=0,上海,1,产品/项目类,15618-核心数值策划（上海）
2017-09-11,position_detail.php?id=32766&keywords=&tid=0&lid=0,深圳,1,设计类,15571-UI资深设计师（深圳）
2017-09-11,position_detail.php?id=32756&keywords=&tid=0&lid=0,深圳,3,技术类,TEG17-医学AI算法研究员（深圳）
2017-09-11,position_detail.php?id=32734&keywords=&tid=0&lid=0,上海,1,设计类,15614-2d人物设计（上海）
2017-09-11,position_detail.php?id=32722&keywords=&tid=0&lid=0,深圳,1,,14914-电脑管家高级公关经理（深圳）
2017-09-07,position_detail.php?id=32684&keywords=&tid=0&lid=0,深圳,1,技术类,SNG11-推荐/精准营销系统工程师（深圳）
